Title,Journal,Year,Volume,Issue,DOI
The determinants of positive long-term performance in strategic mergers: Corporate focus and cash,JOURNAL OF BANKING & FINANCE,2004,28,3,10.1016/S0378-4266(02)00412-0
The determinants of shareholder value in European banking,JOURNAL OF BANKING & FINANCE,2010,34,6,10.1016/j.jbankfin.2009.11.018
The Determinants of Stock and Bond Return Comovements,REVIEW OF FINANCIAL STUDIES,2010,23,6,10.1093/rfs/hhq014
The determinants of stock price exposure: Financial engineering and the gold mining industry,JOURNAL OF FINANCE,1998,53,3,10.1111/0022-1082.00042
The determinants of the voting premium in Italy: The evidence from 1974 to 2003,JOURNAL OF BANKING & FINANCE,2008,32,11,10.1016/j.jbankfin.2008.04.001
The determinants of underpricing for seasoned equity offers,JOURNAL OF FINANCE,2003,58,5,10.1111/1540-6261.00604
The determination of capital controls: Which role do exchange rate regimes play?,JOURNAL OF BANKING & FINANCE,2005,29,1,10.1016/j.jbankfin.2004.06.023
The development of secondary market liquidity for NYSE-listed IPOs,JOURNAL OF FINANCE,2004,59,5,10.1111/j.1540-6261.2004.00701.x
The diffusion of production processes in the U.S. banking industry: A finite mixture approach,JOURNAL OF BANKING & FINANCE,1997,21,5,10.1016/S0378-4266(96)00060-X
The dilution impact of daily fund flows on open-end mutual funds,JOURNAL OF FINANCIAL ECONOMICS,2002,65,1,10.1016/S0304-405X(02)00137-X
The direct and compliance costs of financial regulation,JOURNAL OF BANKING & FINANCE,1997,21,11-12,10.1016/S0378-4266(97)00045-9
The direct and indirect impact of bank privatization and foreign entry on access to credit in Argentina's provinces,JOURNAL OF BANKING & FINANCE,2005,29,1,10.1016/j.jbankfin.2004.06.014
The disciplinary role of debt and equity contracts: Theory and tests,JOURNAL OF FINANCIAL INTERMEDIATION,2006,15,4,10.1016/j.jfi.2006.02.001
The discount window and credit availability,JOURNAL OF BANKING & FINANCE,1999,23,9,10.1016/S0378-4266(99)00008-4
The disparity between long-term and short-term forecasted earnings growth,JOURNAL OF FINANCIAL ECONOMICS,2011,100,2,10.1016/j.jfineco.2010.10.015
The disposition effect and underreaction to news,JOURNAL OF FINANCE,2006,61,4,10.1111/j.1540-6261.2006.00896.x
The distribution of realized stock return volatility,JOURNAL OF FINANCIAL ECONOMICS,2001,61,1,10.1016/S0304-405X(01)00055-1
The divergence of liquidity commonality in the cross-section of stocks,JOURNAL OF FINANCIAL ECONOMICS,2008,89,3,10.1016/j.jfineco.2007.10.004
The diversification and financial performance of US credit unions,JOURNAL OF BANKING & FINANCE,2008,32,9,10.1016/j.jbankfin.2007.12.015
The diversification discount: Cash flows versus returns,JOURNAL OF FINANCE,2001,56,5,10.1111/0022-1082.00386
The diversification effects of volatility-related assets,JOURNAL OF BANKING & FINANCE,2011,35,5,10.1016/j.jbankfin.2010.09.024
The dog that did not bark: A defense of return predictability,REVIEW OF FINANCIAL STUDIES,2008,21,4,10.1093/rfs/hhm046
The dog that did not bark: Insider trading and crashes,JOURNAL OF FINANCE,2008,63,5,10.1111/j.1540-6261.2008.01401.x
The dollars and sense of bank consolidation,JOURNAL OF BANKING & FINANCE,1999,23,2-4,10.1016/S0378-4266(98)00088-0
The Dow Theory: William Peter Hamilton's track record reconsidered,JOURNAL OF FINANCE,1998,53,4,10.1111/0022-1082.00054
The duration of bank relationships,JOURNAL OF FINANCIAL ECONOMICS,2001,61,3,10.1016/S0304-405X(01)00069-1
The dynamic (In)efficiency of monetary policy by committee,JOURNAL OF MONEY CREDIT AND BANKING,2008,40,5,10.1111/j.1538-4616.2008.00144.x
"The dynamic behavior of closed-end funds and its implication for pricing, forecasting, and trading",JOURNAL OF BANKING & FINANCE,2002,26,8,10.1016/S0378-4266(01)00175-3
The dynamic effects of firm-level borrowing constraints,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,5,10.1353/mcb.2003.0037
The dynamic relationship between permanent and transitory components of US business cycles,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,1,10.1111/j.0022-2879.2007.00008.x
The dynamic relationship between stock returns and trading volume: Domestic and cross-country evidence,JOURNAL OF BANKING & FINANCE,2002,26,1,10.1016/S0378-4266(00)00173-4
The dynamic relationship between the federal funds rate and the Treasury bill rate: An empirical investigation,JOURNAL OF BANKING & FINANCE,2003,27,6,10.1016/S0378-4266(02)00246-7
The dynamics of dealer markets and trading costs,JOURNAL OF BANKING & FINANCE,2005,29,12,10.1016/j.jbankfin.2004.11.005
The dynamics of default and debt reorganization,REVIEW OF FINANCIAL STUDIES,1999,12,3,10.1093/rfs/12.3.535
The dynamics of discrete bid and ask quotes,JOURNAL OF FINANCE,1999,54,6,10.1111/0022-1082.00183
The dynamics of institutional and individual trading,JOURNAL OF FINANCE,2003,58,6,10.1046/j.1540-6261.2003.00606.x
The dynamics of international equity market expectations,JOURNAL OF FINANCIAL ECONOMICS,2005,77,2,10.1016/j.jfineco.2004.06.008
The dynamics of mergers and acquisitions,JOURNAL OF FINANCIAL ECONOMICS,2005,77,3,10.1016/j.jfineco.2004.10.009
The dynamics of operational loss clustering,JOURNAL OF BANKING & FINANCE,2008,32,12,10.1016/j.jbankfin.2008.06.001
The dynamics of price discovery for cross-listed shares: Evidence from Australia and New Zealand,JOURNAL OF BANKING & FINANCE,2010,34,3,10.1016/j.jbankfin.2009.08.014
The dynamics of quote adjustments,JOURNAL OF BANKING & FINANCE,2008,32,11,10.1016/j.jbankfin.2008.02.001
The dynamics of short-term mutual fund flows and returns: A time-series and cross-sectional investigation,JOURNAL OF BANKING & FINANCE,2009,33,11,10.1016/j.jbankfin.2009.05.001
The dynamics of the forward interest rate curve with stochastic string shocks,REVIEW OF FINANCIAL STUDIES,2001,14,1,10.1093/rfs/14.1.149
The dynamics of the management-shareholder conflict,REVIEW OF FINANCIAL STUDIES,1999,12,2,10.1093/rfs/12.2.379
The dynamics of the volatility skew: A Kalman filter approach,JOURNAL OF BANKING & FINANCE,2009,33,6,10.1016/j.jbankfin.2008.12.014
The economic and statistical significance of spread forecasts: Evidence from the London Stock Exchange,JOURNAL OF BANKING & FINANCE,2002,26,4,10.1016/S0378-4266(01)00173-X
The economic consequences of increased disclosure: Evidence from international cross-listings,JOURNAL OF FINANCIAL ECONOMICS,2006,81,1,10.1016/j.jfineco.2005.06.002
The Economic Consequences of IPO Spinning,REVIEW OF FINANCIAL STUDIES,2010,23,5,10.1093/rfs/hhq002
The economic determinants of interest rate option smiles,JOURNAL OF BANKING & FINANCE,2008,32,5,10.1016/j.jbankfin.2007.05.012
The economic effects of technological progress: Evidence from the banking industry,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,2,10.1353/mcb.2003.0009
The economic function of credit rating agencies - What does the watchlist tell us?,JOURNAL OF BANKING & FINANCE,2010,34,12,10.1016/j.jbankfin.2010.07.002
The economic value of volatility timing,JOURNAL OF FINANCE,2001,56,1,10.1111/0022-1082.00327
"The economic value of volatility timing using ""realized"" volatility",JOURNAL OF FINANCIAL ECONOMICS,2003,67,3,10.1016/S0304-405X(02)00259-3
The economics of bank privatization,JOURNAL OF BANKING & FINANCE,2005,29,8-9,10.1016/j.jbankfin.2005.03.005
The economics of bank regulation,JOURNAL OF MONEY CREDIT AND BANKING,1998,30,4,10.2307/2601127
The economics of conflicts of interest in financial institutions,JOURNAL OF FINANCIAL ECONOMICS,2007,85,2,10.1016/j.jfineco.2006.11.001
"The economics of credit cards, debit cards and ATMs: A survey and some new evidence",JOURNAL OF BANKING & FINANCE,2008,32,8,10.1016/j.jbankfin.2007.05.001
The Economics of Fraudulent Accounting,REVIEW OF FINANCIAL STUDIES,2009,22,6,10.1093/rfs/hhm016
The economics of interest rates,JOURNAL OF FINANCIAL ECONOMICS,2005,76,2,10.1016/j.jfineco.2004.06.002
The economics of parent-subsidiary mergers: an empirical analysis,JOURNAL OF FINANCIAL ECONOMICS,1998,49,2,10.1016/S0304-405X(98)00024-5
The Economics of Private Equity Funds,REVIEW OF FINANCIAL STUDIES,2010,23,6,10.1093/rfs/hhq020
The economics of small business finance: The roles of private equity and debt markets in the financial growth cycle,JOURNAL OF BANKING & FINANCE,1998,22,6-8,10.1016/S0378-4266(98)00038-7
The economics of stock exchange listing fees and listing requirements,JOURNAL OF FINANCIAL INTERMEDIATION,2002,11,3,10.1006/jfin.2002.0343
The Economics of Super Managers,REVIEW OF FINANCIAL STUDIES,2011,24,10,10.1093/rfs/hhr059
The effect of bank credit on asset prices: Evidence from the Japanese real estate boom during the 1980s,JOURNAL OF MONEY CREDIT AND BANKING,2008,40,1,10.1111/j.1538-4616.2008.00104.x
The Effect of Bank Mergers on Loan Prices: Evidence from the United States,REVIEW OF FINANCIAL STUDIES,2011,24,4,10.1093/rfs/hhp034
The effect of bank monitoring on the investment behavior of Spanish firms,JOURNAL OF BANKING & FINANCE,1999,23,11,10.1016/S0378-4266(99)00019-9
The effect of bank ownership and deposit insurance on monetary policy transmission,JOURNAL OF BANKING & FINANCE,2010,34,12,10.1016/j.jbankfin.2010.07.010
The effect of bank relations on investment decisions: An investigation of Japanese takeover bids,JOURNAL OF FINANCE,2000,55,5,10.1111/0022-1082.00284
The effect of banking crisis on bank-dependent borrowers,JOURNAL OF FINANCIAL ECONOMICS,2011,99,1,10.1016/j.jfineco.2010.08.006
The effect of banking relationships on the firm's IPO underpricing,JOURNAL OF FINANCE,2004,59,6,10.1111/j.1540-6261.2004.00720.x
The effect of capital market characteristics on the value of start-up firms,JOURNAL OF FINANCIAL ECONOMICS,2004,72,2,10.1016/j.jfineco.2003.06.001
The effect of capital structure when expected agency costs are extreme,JOURNAL OF FINANCIAL ECONOMICS,2004,74,1,10.1016/j.jfineco.2003.07.003
The effect of captive insurer formation on stock returns: An empirical test from the UK,JOURNAL OF BANKING & FINANCE,2000,24,11,10.1016/S0378-4266(99)00104-1
The effect of changes in ownership structure on performance: Evidence from the thrift industry,JOURNAL OF FINANCIAL ECONOMICS,1998,50,3,10.1016/S0304-405X(98)00039-7
The effect of credit scoring on small-business lending,JOURNAL OF MONEY CREDIT AND BANKING,2001,33,3,10.2307/2673896
The effect of decimalization on the components of the bid-ask spread,JOURNAL OF FINANCIAL INTERMEDIATION,2003,12,2,10.1016/S1042-9573(03)00017-2
The effect of derivative assets on information acquisition and price behavior in a rational expectations equilibrium,REVIEW OF FINANCIAL STUDIES,1999,12,1,10.1093/rfs/12.1.131
The effect of exchange rate variability on US shareholder wealth,JOURNAL OF BANKING & FINANCE,2009,33,11,10.1016/j.jbankfin.2009.04.016
The effect of external finance on the equilibrium allocation of capital,JOURNAL OF FINANCIAL ECONOMICS,2005,75,1,10.1016/j.jfineco.2004.06.001
The effect of foreign entry and ownership structure on the Philippine domestic banking market,JOURNAL OF BANKING & FINANCE,2003,27,12,10.1016/S0378-4266(02)00330-8
The effect of government spending on private consumption: A puzzle?,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,7,10.1353/mcb.2006.0094
The effect of heterogeneous risk on the early adoption of Internet banking technologies,JOURNAL OF BANKING & FINANCE,2006,30,6,10.1016/j.jbankfin.2005.09.004
The effect of holdings data frequency on conclusions about mutual fund behavior,JOURNAL OF BANKING & FINANCE,2010,34,5,10.1016/j.jbankfin.2009.10.002
The Effect of Introducing a Non-Redundant Derivative on the Volatility of Stock-Market Returns When Agents Differ in Risk Aversion,REVIEW OF FINANCIAL STUDIES,2009,22,6,10.1093/rfs/hhm076
The effect of leverage on bidding behavior: Theory and evidence from the FCC auctions,REVIEW OF FINANCIAL STUDIES,2002,15,3,10.1093/rfs/15.3.723
The effect of leverage on the cost of capital of US buyouts,JOURNAL OF BANKING & FINANCE,2011,35,8,10.1016/j.jbankfin.2011.01.012
The effect of macroeconomic news on stock returns: New evidence from newspaper coverage,JOURNAL OF BANKING & FINANCE,2011,35,11,10.1016/j.jbankfin.2011.03.006
The effect of market segmentation on stock prices: The China syndrome,JOURNAL OF BANKING & FINANCE,2000,24,12,10.1016/S0378-4266(99)00121-1
The effect of mergers on credit union performance,JOURNAL OF BANKING & FINANCE,2009,33,12,10.1016/j.jbankfin.2009.06.004
The effect of options on stock prices: 1973 to 1995,JOURNAL OF FINANCE,2000,55,1,10.1111/0022-1082.00214
The effect of organizational structure on efficiency: Evidence from the Spanish insurance industry,JOURNAL OF BANKING & FINANCE,2004,28,12,10.1016/j.jbankfin.2004.05.004
The effect of ownership on the prudential behavior of banks - The case of China,JOURNAL OF BANKING & FINANCE,2009,33,1,10.1016/j.jbankfin.2007.03.017
The effect of private-debt-underwriting reputation on bank public-debt underwriting,REVIEW OF FINANCIAL STUDIES,2007,20,3,10.1093/rfs/hhl016
The effect of regulation on optimal corporate pension risk,JOURNAL OF FINANCIAL ECONOMICS,2011,101,1,10.1016/j.jfineco.2011.02.016
The Effect of Risk on the CEO Market,REVIEW OF FINANCIAL STUDIES,2011,24,8,10.1093/rfs/hhq153
The effect of short selling on bubbles and crashes in experimental spot asset markets,JOURNAL OF FINANCE,2006,61,3,10.1111/j.1540-6261.2006.00868.x
"The Effect of SOX Section 404: Costs, Earnings Quality, and Stock Prices",JOURNAL OF FINANCE,2010,65,3,10.1111/j.1540-6261.2010.01564.x
The effect of state antitakeover laws on the firm's bondholders,JOURNAL OF FINANCIAL ECONOMICS,2010,96,1,10.1016/j.jfineco.2009.12.006
The effect of state laws on capital structure,JOURNAL OF FINANCIAL ECONOMICS,2007,83,2,10.1016/j.jfineco.2005.10.008
The effect of the transparency of order flows in a dealer market with several securities,JOURNAL OF FINANCIAL INTERMEDIATION,2002,11,2,10.1006/jfin.2002.0335
The effect of UK building society conversion on pricing behaviour,JOURNAL OF BANKING & FINANCE,2005,29,3,10.1016/j.jbankfin.2004.05.035
The effectiveness of bank capital adequacy regulation: A theoretical and empirical approach,JOURNAL OF BANKING & FINANCE,2003,27,10,10.1016/S0378-4266(02)00311-4
The Effectiveness of Reputation as a Disciplinary Mechanism in Sell-Side Research,REVIEW OF FINANCIAL STUDIES,2009,22,9,10.1093/rfs/hhn116
The Effects and Unintended Consequences of the Sarbanes-Oxley Act on the Supply and Demand for Directors,REVIEW OF FINANCIAL STUDIES,2009,22,8,10.1093/rfs/hhn084
The effects of asset liquidity: Evidence from the contract drilling industry,JOURNAL OF FINANCIAL INTERMEDIATION,1998,7,2,10.1006/jfin.1998.0242
The effects of bank lending in an open economy,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,5,10.1111/j.1538-4616.2007.00063.x
The effects of bank mergers and acquisitions on small business lending,JOURNAL OF FINANCIAL ECONOMICS,1998,50,2,10.1016/S0304-405X(98)00036-1
The effects of bank relations on stock repurchases: Evidence from Japan,JOURNAL OF FINANCIAL INTERMEDIATION,2011,20,1,10.1016/j.jfi.2010.06.001
The effects of banking mergers on loan contracts,JOURNAL OF FINANCE,2002,57,1,10.1111/1540-6261.00424
The effects of default and call risk on bond duration,JOURNAL OF BANKING & FINANCE,2009,33,9,10.1016/j.jbankfin.2009.04.004
The effects of deregulation on the performance of financial institutions: The case of Spanish savings banks,JOURNAL OF MONEY CREDIT AND BANKING,2001,33,1,10.2307/2673874
The effects of equity issues on ownership structure and stock liquidity: A comparison of rights and public offerings,JOURNAL OF FINANCIAL ECONOMICS,1997,43,1,10.1016/S0304-405X(96)00892-6
The effects of estimation error on measures of portfolio credit risk,JOURNAL OF BANKING & FINANCE,2003,27,8,10.1016/S0378-4266(02)00277-7
The effects of focus versus diversification on bank performance: Evidence from Chinese banks,JOURNAL OF BANKING & FINANCE,2010,34,7,10.1016/j.jbankfin.2010.01.010
The Effects of Formal and Informal Contracting in Credit Availability,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,1,10.1111/j.1538-4616.2010.00367.x
The effects of government ownership on bank lending,JOURNAL OF FINANCIAL ECONOMICS,2004,72,2,10.1016/j.jfineco.2002.10.002
The effects of inflation on the number of firms and firm size,JOURNAL OF MONEY CREDIT AND BANKING,2001,33,2,10.2307/2673884
The effects of loan portfolio concentration on Brazilian banks' return and risk,JOURNAL OF BANKING & FINANCE,2011,35,11,10.1016/j.jbankfin.2011.04.006
The Effects of Marital Status and Children on Savings and Portfolio Choice,REVIEW OF FINANCIAL STUDIES,2010,23,1,10.1093/rfs/hhp020
The effects of market segmentation and investor recognition on asset prices: Evidence from foreign stocks listing in the United States,JOURNAL OF FINANCE,1999,54,3,10.1111/0022-1082.00134
The effects of military spending on economic activity: Evidence from state procurement spending,JOURNAL OF MONEY CREDIT AND BANKING,1997,29,3,10.2307/2953702
The effects of monetary policy in Japan,JOURNAL OF MONEY CREDIT AND BANKING,2002,34,2,10.1353/mcb.2002.0044
The Effects of Monetary Policy on Unemployment Dynamics under Model Uncertainty: Evidence from the United States and the Euro Area,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,7,10.1111/j.1538-4616.2009.00256.x
The Effects of Price Risk on Housing Demand: Empirical Evidence from U.S. Markets,REVIEW OF FINANCIAL STUDIES,2010,23,11,10.1093/rfs/hhq088
The effects of reform on China's bank structure and performance,JOURNAL OF BANKING & FINANCE,2009,33,1,10.1016/j.jbankfin.2006.11.023
The effects of regulation on industry structure and trade generation in the US securities industry,JOURNAL OF BANKING & FINANCE,2009,33,8,10.1016/j.jbankfin.2009.02.008
The effects of regulatory reform on competition in the banking industry,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,5,10.1353/mcb.2003.0033
The effects of the introduction of the euro on the volatility of European stock markets,JOURNAL OF BANKING & FINANCE,2002,26,10,10.1016/S0378-4266(01)00182-0
The effects of transaction costs on stock prices and trading volume,JOURNAL OF FINANCIAL INTERMEDIATION,1998,7,2,10.1006/jfin.1998.0238
The effects of war risk on US financial markets,JOURNAL OF BANKING & FINANCE,2005,29,7,10.1016/j.jbankfin.2004.06.040
The efficiency effects of bank mergers: An overview of case studies of nine mergers,JOURNAL OF BANKING & FINANCE,1998,22,3,10.1016/S0378-4266(97)00053-8
The efficiency of Greek public pension fund portfolios,JOURNAL OF BANKING & FINANCE,2010,34,9,10.1016/j.jbankfin.2010.02.003
The efficiency of monetary exchange in search equilibrium,JOURNAL OF MONEY CREDIT AND BANKING,1997,29,1,10.2307/2953686
The efficient use of conditioning information in portfolios,JOURNAL OF FINANCE,2001,56,3,10.1111/0022-1082.00351
The Elastic Provision of Liquidity by Private Agents,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,7,10.1111/j.1538-4616.2009.00262.x
The emergence and persistence of the Anglo-Saxon and German financial systems,REVIEW OF FINANCIAL STUDIES,2004,17,1,10.1093/rfs/hhg020
The emergence of information sharing in credit markets,JOURNAL OF FINANCIAL INTERMEDIATION,2010,19,2,10.1016/j.jfi.2009.03.001
The emergence of market monitoring in Japanese banks: Evidence from the subordinated debt market,JOURNAL OF BANKING & FINANCE,2007,31,5,10.1016/j.jbankfin.2006.07.007
The emperor has no clothes: Limits to risk modelling,JOURNAL OF BANKING & FINANCE,2002,26,7,10.1016/S0378-4266(02)00263-7
"The empirical relationship between average asset correlation, firm probability of default, and asset size",JOURNAL OF FINANCIAL INTERMEDIATION,2004,13,2,10.1016/S1042-9573(03)00045-7
The empirical risk-return relation: A factor analysis approach,JOURNAL OF FINANCIAL ECONOMICS,2007,83,1,10.1016/j.jfineco.2005.12.002
The Empirics of International Monetary Transmission: Identification and the Impossible Trinity,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,4,10.1111/j.1538-4616.2010.00303.x
The endogeneity of managerial compensation in firm valuation: A solution,REVIEW OF FINANCIAL STUDIES,2001,14,3,10.1093/rfs/14.3.735
The entrepreneur's choice between private and public ownership,JOURNAL OF FINANCE,2006,61,2,10.1111/j.1540-6261.2006.00855.x
The entry and the activity level of foreign banks in Italy: An analysis of the determinants,JOURNAL OF BANKING & FINANCE,2005,29,5,10.1016/j.jbankfin.2004.04.004
The equilibrium degree of transparency and control in monetary policy,JOURNAL OF MONEY CREDIT AND BANKING,2002,34,2,10.1353/mcb.2002.0037
The equity performance of firms emerging from bankruptcy,JOURNAL OF FINANCE,1999,54,5,10.1111/0022-1082.00169
The equity premium,JOURNAL OF FINANCE,2002,57,2,10.1111/1540-6261.00437
The equity premium and structural breaks,JOURNAL OF FINANCE,2001,56,4,10.1111/0022-1082.00365
The equity premium implied by production,JOURNAL OF FINANCIAL ECONOMICS,2010,98,2,10.1016/j.jfineco.2010.04.007
The equity share in new issues and aggregate stock returns,JOURNAL OF FINANCE,2000,55,5,10.1111/0022-1082.00285
The estimation of transition matrices for sovereign credit ratings,JOURNAL OF BANKING & FINANCE,2002,26,7,10.1016/S0378-4266(02)00268-6
The Euro and Corporate Valuations,REVIEW OF FINANCIAL STUDIES,2009,22,8,10.1093/rfs/hhn101
The Euro and European financial market dependence,JOURNAL OF BANKING & FINANCE,2007,31,5,10.1016/j.jbankfin.2006.07.014
The Euro Changeover and Its Effects on Price Transparency and Inflation,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,1,10.1111/j.1538-4616.2008.00189.x
The eurosystem money market auctions: A banking perspective,JOURNAL OF BANKING & FINANCE,2007,31,9,10.1016/j.jbankfin.2007.04.019
"The Eurosystem, the U.S. Federal Reserve, and the Bank of Japan: Similarities and Differences",JOURNAL OF MONEY CREDIT AND BANKING,2007,39,7,10.1111/j.1538-4616.2007.00087.x
The evidence on efficiency gains: The role of mergers and the benefits to the public,JOURNAL OF BANKING & FINANCE,1999,23,7,10.1016/S0378-4266(98)00129-0
The evolution of an industry: US thrifts in the 1990s,JOURNAL OF BANKING & FINANCE,1997,21,10,10.1016/S0378-4266(97)00023-X
The Evolution of Corporate Ownership after IPO: The Impact of Investor Protection,REVIEW OF FINANCIAL STUDIES,2010,23,3,10.1093/rfs/hhp069
The evolution of security designs,JOURNAL OF FINANCE,2006,61,5,10.1111/j.1540-6261.2006.01052.x
The evolution of the January effect,JOURNAL OF BANKING & FINANCE,2008,32,3,10.1016/j.jbankfin.2007.06.009
"The evolving relation between earnings, dividends, and stock repurchases",JOURNAL OF FINANCIAL ECONOMICS,2008,87,3,10.1016/j.jfineco.2007.05.003
The exchange rate exposure of U.S. and Japanese banking institutions,JOURNAL OF BANKING & FINANCE,1997,21,6,10.1016/S0378-4266(97)00002-2
The exercise and valuation of executive stock options,JOURNAL OF FINANCIAL ECONOMICS,1998,48,2,10.1016/S0304-405X(98)00006-3
The expansion of services in European banking: Implications for loan pricing and interest margins,JOURNAL OF BANKING & FINANCE,2008,32,11,10.1016/j.jbankfin.2007.09.025
The expectation hypothesis of the term structure of very short-term rates: Statistical tests and economic value,JOURNAL OF FINANCIAL ECONOMICS,2008,89,1,10.1016/j.jfineco.2007.08.002
The expected value premium,JOURNAL OF FINANCIAL ECONOMICS,2008,87,2,10.1016/j.jfineco.2007.04.001
The expiration of IPO share lockups,JOURNAL OF FINANCE,2001,56,2,10.1111/0022-1082.00334
The exploitation of relationships in financial distress: The case of trade credit,JOURNAL OF FINANCE,2000,55,1,10.1111/0022-1082.00203
"The Fed and short-term rates: Is it open market operations, open mouth operations or interest rate smoothing?",JOURNAL OF BANKING & FINANCE,2004,28,3,10.1016/S0378-4266(02)00409-0
The Federal funds market and the overnight Eurodollar market,JOURNAL OF BANKING & FINANCE,2003,27,4,10.1016/S0378-4266(02)00238-8
The Federal Home Loan Bank System: The Lender of Next-to-Last Resort?,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,4,10.1111/j.1538-4616.2010.00299.x
"The Federal Reserve's operating procedure, nonborrowed reserves, borrowed reserves and the liquidity effect",JOURNAL OF BANKING & FINANCE,2001,25,9,10.1016/S0378-4266(00)00146-1
The financial and operating performance of newly privatized firms: Evidence from developing countries,JOURNAL OF FINANCE,1998,53,3,10.1111/0022-1082.00044
The financial and operating performance of privatized firms during the 1990s,JOURNAL OF FINANCE,1999,54,4,10.1111/0022-1082.00150
"The Financial Market in China: Issues Related to the Asia Pacific Region, the Financial Services Industry and Corporate Governance",JOURNAL OF BANKING & FINANCE,2009,33,1,10.1016/j.jbankfin.2008.07.006
The financing and redeployment of specific assets,JOURNAL OF FINANCE,1999,54,2,10.1111/0022-1082.00122
The finite moment log stable process and option pricing,JOURNAL OF FINANCE,2003,58,2,10.1111/1540-6261.00544
The fiscal cost implications of an accommodating approach to banking crises,JOURNAL OF BANKING & FINANCE,2003,27,8,10.1016/S0378-4266(02)00276-5
The foreign exchange exposure of Japanese multinational corporations,JOURNAL OF FINANCE,1998,53,2,10.1111/0022-1082.295575
The forgone gains of incomplete portfolios,REVIEW OF FINANCIAL STUDIES,2007,20,5,10.1093/rfs/hhm022
The forward bias in the ECU: Peso risks vs. fads and fashions,JOURNAL OF BANKING & FINANCE,2006,30,8,10.1016/j.jbankfin.2005.10.001
The foundations of freezeout laws in takeovers,JOURNAL OF FINANCE,2004,59,3,10.1111/j.1540-6261.2004.00664.x
The fragile capital structure of hedge funds and the limits to arbitrage,JOURNAL OF FINANCIAL ECONOMICS,2011,102,3,10.1016/j.jfineco.2011.06.005
The future of universal banking,JOURNAL OF BANKING & FINANCE,2011,35,4,10.1016/j.jbankfin.2010.10.025
The gains from takeover deregulation: Evidence from the end of interstate banking restrictions,JOURNAL OF FINANCE,1998,53,6,10.1111/0022-1082.00087
The Geography of Block Acquisitions,JOURNAL OF FINANCE,2008,63,6,10.1111/j.1540-6261.2008.01414.x
The geography of equity analysis,JOURNAL OF FINANCE,2005,60,2,10.1111/j.1540-6261.2005.00744.x
The geography of equity listing: Why do companies list abroad?,JOURNAL OF FINANCE,2002,57,6,10.1111/1540-6261.00509
The Geography of Hedge Funds,REVIEW OF FINANCIAL STUDIES,2009,22,9,10.1093/rfs/hhp007
"The global financial crisis and the evolution of markets, institutions and regulation",JOURNAL OF BANKING & FINANCE,2011,35,3,10.1016/j.jbankfin.2010.08.010
The going-public decision and the development of financial markets,JOURNAL OF FINANCE,1999,54,3,10.1111/0022-1082.00136
The Going-Public Decision and the Product Market,REVIEW OF FINANCIAL STUDIES,2010,23,5,10.1093/rfs/hhp098
The good news in short interest,JOURNAL OF FINANCIAL ECONOMICS,2010,96,1,10.1016/j.jfineco.2009.12.002
The Good or the Bad? Which Mutual Fund Managers Join Hedge Funds?,REVIEW OF FINANCIAL STUDIES,2011,24,9,10.1093/rfs/hhr057
The great capitol hill baby sitting co-op: Anecdote or evidence for the optimum quantity of money?,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,6,10.1111/j.1538-4616.2007.00068.x
The Great Depression and output persistence,JOURNAL OF MONEY CREDIT AND BANKING,2002,34,4,10.1353/mcb.2002.0056
The Great Depression and the Friedman-Schwartz hypothesis,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,6,10.1353/mcb.2004.0023
The great reversals: the politics of financial development in the twentieth century,JOURNAL OF FINANCIAL ECONOMICS,2003,69,1,10.1016/S0304-405X(03)00125-9
The Growth and Welfare Effects of Deficit-Financed Dividend Tax Cuts,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,5,10.1111/j.1538-4616.2011.00399.x
The growth of U.S. credit unions,JOURNAL OF BANKING & FINANCE,2002,26,12,10.1016/S0378-4266(01)00203-5
The happy story of small business financing,JOURNAL OF BANKING & FINANCE,2007,31,9,10.1016/j.jbankfin.2006.09.011
The hidden dangers of historical simulation,JOURNAL OF BANKING & FINANCE,2006,30,2,10.1016/j.jbankfin.2005.04.013
The high-frequency response of exchange rates to monetary policy actions and statements,JOURNAL OF BANKING & FINANCE,2011,35,2,10.1016/j.jbankfin.2010.09.008
The High-Frequency Response of the EUR-USD Exchange Rate to ECB Communication,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,7,10.1111/j.1538-4616.2010.00346.x
The high-volume return premium,JOURNAL OF FINANCE,2001,56,3,10.1111/0022-1082.00349
The history and performance of concept stocks,JOURNAL OF BANKING & FINANCE,2006,30,9,10.1016/j.jbankfin.2004.12.006
